Reference	Position	Spanning_Reads	Bases_Mapped	A_Freq	T_Freq	G_Freq	C_Freq	N_freq	MismatchFreq	InsertionFreq	DeletionFreq	BCErrorFreq	MeanQual
tRNA-Ala-GGC-1-1	1	1	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	8.0
tRNA-Ala-GGC-1-1	2	1	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	7.0
tRNA-Ala-GGC-1-1	3	1	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
tRNA-Ala-GGC-1-1	4	1	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
tRNA-Ala-GGC-1-1	5	1	1	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	6.0
tRNA-Ala-GGC-1-1	6	1	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
tRNA-Ala-GGC-1-1	7	1	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
tRNA-Ala-GGC-1-1	8	1	1	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	2.0
tRNA-Ala-GGC-1-1	9	69	69	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.913043478260869
tRNA-Ala-GGC-1-1	10	93	93	0.989247311827957	0.0	0.0	0.010752688172043012	0.0	0.010752688172043012	0.0	0.0	0.010752688172043012	5.580645161290323
tRNA-Ala-GGC-1-1	11	226	226	0.9469026548672567	0.0	0.05309734513274336	0.0	0.0	0.05309734513274336	0.0	0.0	0.05309734513274336	7.79646017699115
tRNA-Ala-GGC-1-1	12	301	301	0.009966777408637873	0.0	0.9867109634551495	0.0033222591362126247	0.0	0.013289036544850499	0.0033222591362126247	0.0	0.016611295681063124	10.295681063122924
